591	chr1	11082711	11086477	TARDBP	1	+
591	chr1	11845779	11850736	MTHFR	1	-
591	chr1	26648349	26648458	AIM1L	1	-
591	chr1	26752949	26756213	LIN28A	1	+
591	chr1	35648532	35650056	SFPQ	1	-
591	chr1	36319206	36323491	AGO4	1	+
591	chr1	36385208	36396129	AGO1	1	+
591	chr1	36448253	36449010	AGO3	1	+
591	chr1	36521346	36538101	AGO3	1	+
591	chr1	38000049	38003348	SNIP1	1	-
591	chr1	50666850	50669458	ELAVL4	1	+
591	chr1	52497774	52498368	KTI12	1	-
591	chr1	55074854	55074940	FAM151A	1	-
591	chr1	57460450	57463801	DAB1	1	-
591	chr1	57476352	57476367	DAB1	1	-
591	chr1	57536406	57536650	DAB1	1	-
591	chr1	58946390	58946636	OMA1	1	-
591	chr1	60228256	60228402	FGGY	1	+
591	chr1	61920992	61928465	NFIA	1	+
591	chr1	66838361	66840262	PDE4B	1	+
591	chr1	112309521	112310638	DDX20	1	+
591	chr1	113243129	113243368	MOV10	1	+
591	chr1	151554183	151556059	TUFT1	1	+
591	chr1	169659807	169660924	SELL	1	-
591	chr1	169890466	169890816	KIFAP3	1	-
591	chr1	171254683	171255117	FMO1	1	+
591	chr1	186388208	186390510	C1orf27	1	+
591	chr1	205241252	205242471	TMCC2	1	+
591	chr1	228106356	228109218	WNT9A	1	-
591	chr1	230838268	230838886	AGT	1	-
591	chr1	231858347	231859820	DISC1	1	+
591	chr1	231906641	231906816	DISC1	1	+
591	chr1	231930987	231931042	DISC1	1	+
591	chr1	231935853	231935956	DISC1	1	+
591	chr1	231949052	231949127	DISC1	1	+
591	chr1	231954074	231954990	DISC1	1	+
591	chr1	231990771	231991126	DISC1	1	+
591	chr1	232002268	232002458	DISC1	1	+
591	chr1	232094573	232095249	DISC1	1	+
591	chr1	232144530	232145001	DISC1	1	+
591	chr1	232162180	232162298	DISC1	1	+
591	chr1	232172437	232177018	DISC1	1	+
591	chr10	11962020	11963296	UPF2	1	-
591	chr10	13178866	13180308	OPTN	1	+
591	chr10	20568748	20578785	PLXDC2	1	+
591	chr10	53455246	53457458	CSTF2T	1	-
591	chr10	70101811	70102944	HNRNPH3	1	+
591	chr10	71163658	71164581	TACR2	1	-
591	chr10	75877927	75881121	VCL	1	+
591	chr10	88722398	88722432	SNCG	1	+
591	chr10	88722721	88723017	SNCG	1	+
591	chr10	121331313	121335176	TIAL1	1	-
591	chr10	125447676	125454123	GPR26	1	+
591	chr11	5528529	5528820	UBQLN3	1	-
591	chr11	7488031	7490273	SYT9	1	+
591	chr11	21596568	21597227	NELL1	1	+
591	chr11	35272752	35282440	SLC1A2	1	-
591	chr11	35286940	35287034	SLC1A2	1	-
591	chr11	58169936	58169937	OR5B3	1	-
591	chr11	58391995	58393206	CNTF	1	+
591	chr11	62676150	62677189	CHRM1	1	-
591	chr11	64005105	64005127	VEGFB	1	+
591	chr11	64005827	64006265	VEGFB	1	+
591	chr11	66373326	66373490	CCS	1	+
591	chr11	66386019	66386032	RBM14	1	+
591	chr11	66391684	66392064	RBM14	1	+
591	chr11	66393954	66394818	RBM14	1	+
591	chr11	82879556	82879728	PCF11	1	+
591	chr11	82895936	82898493	PCF11	1	+
591	chr11	89057523	89059923	NOX4	1	-
591	chr11	89222073	89222149	NOX4	1	-
591	chr11	94040858	94040887	IZUMO1R	1	+
591	chr11	94354158	94354587	PIWIL4	1	+
591	chr11	132184614	132184964	NTM	1	+
591	chr11	132205040	132206716	NTM	1	+
591	chr12	23682433	23687152	SOX5	1	-
591	chr12	23893784	23893785	SOX5	1	-
591	chr12	23915408	23915520	SOX5	1	-
591	chr12	26489447	26492329	ITPR2	1	-
591	chr12	26874219	26874254	ITPR2	1	-
591	chr12	30781921	30783793	IPO8	1	-
591	chr12	43747668	43748011	ADAMTS20	1	-
591	chr12	43817378	43817496	ADAMTS20	1	-
591	chr12	48235319	48238528	VDR	1	-
591	chr12	49692136	49692469	PRPH	1	+
591	chr12	51373317	51375508	SLC11A2	1	-
591	chr12	51379774	51382107	SLC11A2	1	-
591	chr12	53899590	53899634	TARBP2	1	+
591	chr12	53899774	53900215	TARBP2	1	+
591	chr12	54678097	54678101	HNRNPA1	1	+
591	chr12	54678332	54680871	HNRNPA1	1	+
591	chr12	58350673	58351052	XRCC6BP1	1	+
591	chr12	64895161	64895888	TBK1	1	+
591	chr12	91496405	91497941	LUM	1	-
591	chr12	104742199	104744083	TXNRD1	1	+
591	chr12	109294311	109294819	DAO	1	+
591	chr12	111890017	111890615	ATXN2	1	-
591	chr12	130856143	130857182	PIWIL1	1	+
591	chr12	131360325	131360327	RAN	1	+
591	chr12	131360426	131362223	RAN	1	+
591	chr13	20276639	20277314	PSPC1	1	-
591	chr13	26786898	26787960	RNF6	1	-
591	chr13	33677271	33679729	STARD13	1	-
591	chr13	33922743	33923285	STARD13	1	-
591	chr13	53217590	53217931	HNRNPA1L2	1	+
591	chr13	60239716	60240717	DIAPH3	1	-
591	chr13	60348192	60348302	DIAPH3	1	-
591	chr13	60435387	60435412	DIAPH3	1	-
591	chr13	95361875	95363472	SOX21	1	-
591	chr13	110801309	110802709	COL4A1	1	-
591	chr13	110843089	110843972	COL4A1	1	-
591	chr13	113773322	113774995	F7	1	+
591	chr14	20925299	20925931	APEX1	1	+
591	chr14	21162167	21162345	ANG	1	+
591	chr14	23389719	23390112	PRMT5	1	-
591	chr14	38059188	38060569	FOXA1	1	-
591	chr14	39605652	39606177	GEMIN2	1	+
591	chr14	73640490	73640912	PSEN1	1	+
591	chr14	73685997	73690399	PSEN1	1	+
591	chr14	74365048	74365221	ZNF410	1	+
591	chr14	74391506	74391522	ZNF410	1	+
591	chr14	74398205	74399214	ZNF410	1	+
591	chr14	93401229	93401638	CHGA	1	+
591	chr14	95552564	95556950	DICER1	1	-
591	chr14	99635623	99640487	BCL11B	1	-
591	chr14	102516900	102517128	DYNC1H1	1	+
591	chr14	105515725	105517330	GPR132	1	-
591	chr15	44854893	44855318	SPG11	1	-
591	chr15	44855318	44855455	SPG11	1	-
591	chr15	44865554	44865709	SPG11	1	-
591	chr15	44914673	44914901	SPG11	1	-
591	chr15	57839688	57842925	CGNL1	1	+
591	chr15	58857489	58858670	LIPC	1	+
591	chr15	58861026	58862042	LIPC	1	+
591	chr15	65158087	65160206	PLEKHO2	1	+
591	chr15	67457372	67457373	SMAD3	1	+
591	chr15	67482874	67487533	SMAD3	1	+
591	chr15	72633259	72636417	HEXA	1	-
591	chr15	72637751	72637782	HEXA	1	-
591	chr15	72662299	72662922	HEXA	1	-
591	chr15	92706365	92709133	SLCO3A1	1	+
591	chr15	92715092	92715665	SLCO3A1	1	+
591	chr16	7759573	7763340	RBFOX1	1	+
591	chr16	21269838	21270101	CRYM	1	-
591	chr16	22926883	22927659	HS3ST2	1	+
591	chr16	24835128	24837548	TNRC6A	1	+
591	chr16	30751054	30752730	SRCAP	1	+
591	chr16	31202759	31206192	FUS	1	+
591	chr16	58553854	58554940	CNOT1	1	-
591	chr16	58555086	58555201	CNOT1	1	-
591	chr16	58577230	58577288	CNOT1	1	-
591	chr16	72146396	72146811	DHX38	1	+
591	chr16	82892125	82893323	CDH13	1	+
591	chr16	83205171	83205176	CDH13	1	+
591	chr16	83214476	83214699	CDH13	1	+
591	chr16	83828635	83834245	CDH13	1	+
591	chr16	84087370	84088053	MBTPS1	1	-
591	chr16	89294970	89303479	ZNF778	1	+
591	chr16	89603318	89604129	SPG7	1	+
591	chr16	89620219	89620368	SPG7	1	+
591	chr16	89620893	89620971	SPG7	1	+
591	chr16	89623294	89624174	SPG7	1	+
591	chr17	647653	648105	GEMIN4	1	-
591	chr17	649870	650465	GEMIN4	1	-
591	chr17	2935713	2935743	RAP1GAP2	1	+
591	chr17	2936685	2941033	RAP1GAP2	1	+
591	chr17	4848946	4849194	PFN1	1	-
591	chr17	7214959	7214970	EIF5A	1	+
591	chr17	7215140	7215782	EIF5A	1	+
591	chr17	30187917	30190377	UTP6	1	-
591	chr17	31340104	31340982	ASIC2	1	-
591	chr17	34173949	34174246	TAF15	1	+
591	chr17	42430166	42430470	GRN	1	+
591	chr17	42828621	42829632	DBF4B	1	+
591	chr17	44101537	44105700	MAPT	1	+
591	chr17	55709192	55710266	MSI2	1	+
591	chr17	55754389	55754420	MSI2	1	+
591	chr17	55756909	55762046	MSI2	1	+
591	chr17	62495733	62496040	DDX5	1	-
591	chr17	66416604	66418872	ARSG	1	+
591	chr17	70642087	70643722	SLC39A11	1	-
591	chr17	70833938	70834176	SLC39A11	1	-
591	chr17	76100926	76104916	TNRC6C	1	+
591	chr18	28569973	28574338	DSC3	1	-
591	chr18	28574419	28574435	DSC3	1	-
591	chr18	29203131	29205576	B4GALT6	1	-
591	chr18	34823009	34825160	CELF4	1	-
591	chr18	34833729	34833773	CELF4	1	-
591	chr18	34839006	34839075	CELF4	1	-
591	chr18	45335327	45368197	SMAD2	1	-
591	chr18	45371282	45371604	SMAD2	1	-
591	chr18	70409548	70410005	NETO1	1	-
591	chr18	70414615	70415399	NETO1	1	-
591	chr18	70416248	70416262	NETO1	1	-
591	chr18	70501273	70502549	NETO1	1	-
591	chr18	71740600	71740695	FBXO15	1	-
591	chr19	1434735	1435686	DAZAP1	1	+
591	chr19	2511216	2515019	GNG7	1	-
591	chr19	8023462	8028366	ELAVL1	1	-
591	chr19	8028513	8028691	ELAVL1	1	-
591	chr19	8038442	8038477	ELAVL1	1	-
591	chr19	8553738	8553998	HNRNPM	1	+
591	chr19	10794672	10796441	ILF3	1	+
591	chr19	10799988	10803093	ILF3	1	+
591	chr19	11562140	11565340	ELAVL3	1	-
591	chr19	17712136	17716862	UNC13A	1	-
591	chr19	18553472	18555561	ELL	1	-
591	chr19	41811759	41811772	HNRNPUL1	1	+
591	chr19	41812353	41813503	HNRNPUL1	1	+
591	chr19	44047191	44047543	XRCC1	1	-
591	chr19	45162197	45162362	PVR	1	+
591	chr19	45165078	45166850	PVR	1	+
591	chr19	45412507	45412650	APOE	1	+
591	chr19	49661520	49663178	TRPM4	1	+
591	chr19	49714755	49715093	TRPM4	1	+
591	chr2	15771030	15771235	DDX1	1	+
591	chr2	29415639	29416089	ALK	1	-
591	chr2	32379565	32382706	SPAST	1	+
591	chr2	36775844	36778278	CRIM1	1	+
591	chr2	56093101	56094207	EFEMP1	1	-
591	chr2	61704983	61705954	XPO1	1	-
591	chr2	64119279	64120563	VPS54	1	-
591	chr2	70436575	70439850	TIA1	1	-
591	chr2	70443803	70443955	TIA1	1	-
591	chr2	74588280	74588625	DCTN1	1	-
591	chr2	103068641	103069025	IL18RAP	1	+
591	chr2	127453718	127454251	GYPC	1	+
591	chr2	133429371	133430861	NCKAP5	1	-
591	chr2	161128661	161131275	RBMS1	1	-
591	chr2	161132140	161132147	RBMS1	1	-
591	chr2	165349325	165349545	GRB14	1	-
591	chr2	167260082	167262089	SCN7A	1	-
591	chr2	170668266	170668574	SSB	1	+
591	chr2	176996340	176997423	HOXD8	1	+
591	chr2	178084027	178088686	HNRNPA3	1	+
591	chr2	179296140	179296823	PRKRA	1	-
591	chr2	202565276	202566573	ALS2	1	-
591	chr2	202624179	202625525	ALS2	1	-
591	chr2	212240441	212248339	ERBB4	1	-
591	chr2	213864414	213872083	IKZF2	1	-
591	chr2	214012095	214012309	IKZF2	1	-
591	chr2	220114432	220115073	TUBA4A	1	-
591	chr2	234378106	234380746	DGKD	1	+
591	chr20	5905695	5906007	CHGB	1	+
591	chr20	22561642	22562487	FOXA2	1	-
591	chr20	23607342	23610102	CST3	1	-
591	chr20	23614284	23614552	CST3	1	-
591	chr20	32666355	32666359	RALY	1	+
591	chr20	32667715	32672690	RALY	1	+
591	chr20	40701391	40709518	PTPRT	1	-
591	chr20	44802371	44803144	CDH22	1	-
591	chr20	50668201	50668651	ZFP64	1	-
591	chr20	50700549	50701095	ZFP64	1	-
591	chr20	50767816	50768684	ZFP64	1	-
591	chr20	57019221	57026157	VAPB	1	+
591	chr20	60754264	60757540	SS18L1	1	+
591	chr20	62588054	62591240	ZNF512B	1	-
591	chr21	32119111	32119268	KRTAP21-2	1	-
591	chr21	33040891	33041244	SOD1	1	+
591	chr21	41301036	41301322	PCP4	1	+
591	chr21	46642112	46646475	ADARB1	1	+
591	chr22	20097631	20099398	DGCR8	1	+
591	chr22	24108020	24108213	CHCHD10	1	-
591	chr22	24108314	24108335	CHCHD10	1	-
591	chr22	25115000	25115438	PIWIL3	1	-
591	chr22	26098812	26098958	ADRBK2	1	+
591	chr22	26099476	26099543	ADRBK2	1	+
591	chr22	26100075	26100176	ADRBK2	1	+
591	chr22	26105864	26105931	ADRBK2	1	+
591	chr22	26107034	26107130	ADRBK2	1	+
591	chr22	26110374	26110537	ADRBK2	1	+
591	chr22	26114211	26114348	ADRBK2	1	+
591	chr22	26117250	26117364	ADRBK2	1	+
591	chr22	26118255	26125261	ADRBK2	1	+
591	chr22	29686492	29686673	EWSR1	1	+
591	chr22	29696151	29696515	EWSR1	1	+
591	chr22	29886692	29887379	NEFH	1	+
591	chr22	30636435	30639802	LIF	1	-
591	chr22	37521877	37524135	IL2RB	1	-
591	chr22	38879444	38881939	DDX17	1	-
591	chr22	40719245	40731812	TNRC6B	1	+
591	chr22	41641614	41642606	RANGAP1	1	-
591	chr22	42522500	42522575	CYP2D6	1	-
591	chr22	49145659	49147744	FAM19A5	1	+
591	chr22	50683611	50683959	HDAC10	1	-
591	chr22	50684103	50684256	HDAC10	1	-
591	chr22	50684338	50684521	HDAC10	1	-
591	chr22	50684726	50684805	HDAC10	1	-
591	chr22	50685107	50685164	HDAC10	1	-
591	chr22	50685303	50685395	HDAC10	1	-
591	chr22	50686120	50686205	HDAC10	1	-
591	chr22	50686318	50686574	HDAC10	1	-
591	chr22	50686653	50686721	HDAC10	1	-
591	chr22	50686794	50686901	HDAC10	1	-
591	chr22	50687090	50687180	HDAC10	1	-
591	chr22	50687259	50687319	HDAC10	1	-
591	chr22	50687531	50687597	HDAC10	1	-
591	chr22	50687756	50687883	HDAC10	1	-
591	chr22	50688063	50688132	HDAC10	1	-
591	chr22	50688288	50688393	HDAC10	1	-
591	chr22	50688491	50688492	HDAC10	1	-
591	chr3	1445102	1445901	CNTN6	1	+
591	chr3	3097904	3099640	CNTN4	1	+
591	chr3	9798527	9799197	OGG1	1	+
591	chr3	9800938	9800970	OGG1	1	+
591	chr3	9807492	9808421	OGG1	1	+
591	chr3	62355355	62355757	FEZF2	1	-
591	chr3	66421815	66421837	SLC25A26	1	+
591	chr3	66428113	66429351	SLC25A26	1	+
591	chr3	87302972	87304698	CHMP2B	1	+
591	chr3	149682690	149684275	PFN2	1	-
591	chr3	149685904	149686324	PFN2	1	-
591	chr3	184299410	184300197	EPHB3	1	+
591	chr3	187439164	187440245	BCL6	1	-
591	chr3	196662276	196663881	NCBP2	1	-
591	chr4	10075962	10077001	WDR1	1	-
591	chr4	24529097	24529546	DHX15	1	-
591	chr4	55944643	55946107	KDR	1	-
591	chr4	62935887	62944053	ADGRL3	1	+
591	chr4	76567965	76570613	G3BP2	1	-
591	chr4	77700330	77704406	SHROOM3	1	+
591	chr4	83273650	83275307	HNRNPD	1	-
591	chr4	83276456	83276486	HNRNPD	1	-
591	chr4	83343716	83347211	HNRNPDL	1	-
591	chr4	140417094	140417506	SETD7	1	-
591	chr4	140427189	140432816	SETD7	1	-
591	chr4	140453732	140454428	SETD7	1	-
591	chr4	140517761	140522594	SETD7	1	-
591	chr4	146479086	146479231	SMAD1	1	+
591	chr4	153897875	153900848	FHDC1	1	+
591	chr4	158284196	158284199	GRIA2	1	+
591	chr4	158284586	158287227	GRIA2	1	+
